DataType,Date,Station id,Value,Station name,Latitude,Longitude
TMIN,2005-08-30,GHCND:USC00169013,77.0,"THIBODAUX 4 SE, LA US",29.7547,-90.7748
TMIN,2005-08-30,GHCND:USC00163433,86.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-08-30,GHCND:USC00163433,86.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-08-30,GHCND:USC00163433,86.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-08-30,GHCND:USC00163433,86.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-08-31,GHCND:USC00163433,77.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-08-31,GHCND:USC00166394,75.0,"MORGAN CITY, LA US",29.6833,-91.1761
TMIN,2005-08-31,GHCND:USC00169013,78.0,"THIBODAUX 4 SE, LA US",29.7547,-90.7748
TMIN,2005-08-31,GHCND:USC00163433,77.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-08-31,GHCND:USC00163433,77.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-08-31,GHCND:USC00163433,77.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-09-01,GHCND:USC00163433,80.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-09-01,GHCND:USC00166394,75.0,"MORGAN CITY, LA US",29.6833,-91.1761
TMIN,2005-09-01,GHCND:USC00163433,80.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-09-01,GHCND:USC00169013,77.0,"THIBODAUX 4 SE, LA US",29.7547,-90.7748
TMIN,2005-09-01,GHCND:USC00163433,80.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-09-01,GHCND:USC00163433,80.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-09-02,GHCND:USC00166394,75.0,"MORGAN CITY, LA US",29.6833,-91.1761
TMIN,2005-09-02,GHCND:USC00163433,77.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-09-02,GHCND:USC00169013,74.0,"THIBODAUX 4 SE, LA US",29.7547,-90.7748
TMIN,2005-09-02,GHCND:USC00163433,77.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-09-02,GHCND:USC00163433,77.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-09-02,GHCND:USC00163433,77.0,"GALLIANO, LA US",29.4631,-90.3072
TMIN,2005-09-03,GHCND:USC00169013,72.0,"THIBODAUX 4 SE, LA US",29.7547,-90.7748
TMIN,2005-09-03,GHCND:USC00166394,73.0,"MORGAN CITY, LA US",29.6833,-91.1761
TMIN,2005-09-04,GHCND:USC00169013,71.0,"THIBODAUX 4 SE, LA US",29.7547,-90.7748
TMIN,2005-09-04,GHCND:USC00166394,73.0,"MORGAN CITY, LA US",29.6833,-91.1761
